"";"Model";"NoiseLevel";"NoiseType";"Variable";"MAPE";"sd";"ErrorType";"Model_ErrorType";"Variable_upper"
"423";"MTN";20;"Combined";"cm";34,9468358197853;1,0806785385192;"Training error";"MTN Training error";"Cm"
"424";"RFR";20;"Combined";"cm";40,3829264914151;0,131530508919216;"Training error";"RFR Training error";"Cm"
"425";"ANN";25;"Combined";"cm";37,3311600122746;1,18948667676971;"Training error";"ANN Training error";"Cm"
"426";"GPR";25;"Combined";"cm";36,243138837165;0,128815364418731;"Training error";"GPR Training error";"Cm"
"427";"MTN";25;"Combined";"cm";36,8965283950787;1,03964675766;"Training error";"MTN Training error";"Cm"
"428";"RFR";25;"Combined";"cm";40,2661364970001;0,175186035146344;"Training error";"RFR Training error";"Cm"
"429";"ANN";30;"Combined";"cm";34,6945274658189;0,791307436249963;"Training error";"ANN Training error";"Cm"
"430";"GPR";30;"Combined";"cm";34,1360936883667;0,116930124575048;"Training error";"GPR Training error";"Cm"
"431";"MTN";30;"Combined";"cm";35,378591217982;0,671165093036945;"Training error";"MTN Training error";"Cm"
"432";"RFR";30;"Combined";"cm";36,8044031351455;0,134691209766226;"Training error";"RFR Training error";"Cm"
"433";"ANN";40;"Combined";"cm";43,2748098157376;1,52195760030577;"Training error";"ANN Training error";"Cm"
"434";"GPR";40;"Combined";"cm";42,8207638668336;0,252202563165762;"Training error";"GPR Training error";"Cm"
"435";"MTN";40;"Combined";"cm";43,7083239375876;1,99372346588247;"Training error";"MTN Training error";"Cm"
"436";"RFR";40;"Combined";"cm";43,067510469625;0,273831989327217;"Training error";"RFR Training error";"Cm"
"437";"ANN";50;"Combined";"cm";46,0939641935838;1,81349257170156;"Training error";"ANN Training error";"Cm"
"438";"GPR";50;"Combined";"cm";44,561685757581;0,337485406882963;"Training error";"GPR Training error";"Cm"
"439";"MTN";50;"Combined";"cm";46,6123089521201;1,46101343219608;"Training error";"MTN Training error";"Cm"
"440";"RFR";50;"Combined";"cm";44,5697754953264;0,163274513929978;"Training error";"RFR Training error";"Cm"
"441";"ANN";1;"Inverted";"cm";3,60714231955024;0,357773259499068;"Training error";"ANN Training error";"Cm"
"442";"GPR";1;"Inverted";"cm";9,46951140548019;0,0502544129200411;"Training error";"GPR Training error";"Cm"
"443";"MTN";1;"Inverted";"cm";7,83069673317663;12,3799977855377;"Training error";"MTN Training error";"Cm"
"444";"RFR";1;"Inverted";"cm";35,3511104237751;0,309853050317162;"Training error";"RFR Training error";"Cm"
"445";"ANN";3;"Inverted";"cm";15,8691454809923;0,488335673699454;"Training error";"ANN Training error";"Cm"
"446";"GPR";3;"Inverted";"cm";17,113066383201;0,0621955310510624;"Training error";"GPR Training error";"Cm"
"447";"MTN";3;"Inverted";"cm";13,2125282022195;0,317953385018831;"Training error";"MTN Training error";"Cm"
"448";"RFR";3;"Inverted";"cm";36,8842722175968;0,378927579579306;"Training error";"RFR Training error";"Cm"
"449";"ANN";5;"Inverted";"cm";25,9595822797953;1,16520882278133;"Training error";"ANN Training error";"Cm"
"450";"GPR";5;"Inverted";"cm";24,0083564646435;0,0603084153871706;"Training error";"GPR Training error";"Cm"
"451";"MTN";5;"Inverted";"cm";20,1771990736075;0,477395404880388;"Training error";"MTN Training error";"Cm"
"452";"RFR";5;"Inverted";"cm";35,1806076302118;0,434141397056176;"Training error";"RFR Training error";"Cm"
"453";"ANN";10;"Inverted";"cm";34,4422169444982;1,69475394351471;"Training error";"ANN Training error";"Cm"
"454";"GPR";10;"Inverted";"cm";30,8558881662208;0,116190507379198;"Training error";"GPR Training error";"Cm"
"455";"MTN";10;"Inverted";"cm";27,7963194756918;0,414332472811468;"Training error";"MTN Training error";"Cm"
"456";"RFR";10;"Inverted";"cm";39,5898361161378;0,22886567049861;"Training error";"RFR Training error";"Cm"
"457";"ANN";15;"Inverted";"cm";37,5648629336813;2,64543523639745;"Training error";"ANN Training error";"Cm"
"458";"GPR";15;"Inverted";"cm";31,44703901496;0,150159609245247;"Training error";"GPR Training error";"Cm"
"459";"MTN";15;"Inverted";"cm";30,7341433523996;0,831470926300392;"Training error";"MTN Training error";"Cm"
"460";"RFR";15;"Inverted";"cm";37,5520098818433;0,258175986331088;"Training error";"RFR Training error";"Cm"
"461";"ANN";20;"Inverted";"cm";44,3021919420482;2,4910700461533;"Training error";"ANN Training error";"Cm"
"462";"GPR";20;"Inverted";"cm";37,9723986509132;0,128936972436525;"Training error";"GPR Training error";"Cm"
"463";"MTN";20;"Inverted";"cm";38,0284169570641;1,22590020539075;"Training error";"MTN Training error";"Cm"
"464";"RFR";20;"Inverted";"cm";41,4676189781356;0,203002939625349;"Training error";"RFR Training error";"Cm"
"465";"ANN";25;"Inverted";"cm";46,9037409313982;2,95183007050571;"Training error";"ANN Training error";"Cm"
"466";"GPR";25;"Inverted";"cm";38,8679057558317;0,165366046375859;"Training error";"GPR Training error";"Cm"
"467";"MTN";25;"Inverted";"cm";39,7058757546454;0,898887049363539;"Training error";"MTN Training error";"Cm"
"468";"RFR";25;"Inverted";"cm";40,5381055000538;0,262481523928553;"Training error";"RFR Training error";"Cm"
"469";"ANN";30;"Inverted";"cm";47,8448514825688;6,07489340093863;"Training error";"ANN Training error";"Cm"
"470";"GPR";30;"Inverted";"cm";37,2696057045006;0,237671352737106;"Training error";"GPR Training error";"Cm"
"471";"MTN";30;"Inverted";"cm";38,5674909773023;0,80988559280647;"Training error";"MTN Training error";"Cm"
"472";"RFR";30;"Inverted";"cm";37,5676020651153;0,416844272695524;"Training error";"RFR Training error";"Cm"
"473";"ANN";40;"Inverted";"cm";54,3046658507123;8,80154889712217;"Training error";"ANN Training error";"Cm"
"474";"GPR";40;"Inverted";"cm";43,4685163416765;0,245763464337979;"Training error";"GPR Training error";"Cm"
"475";"MTN";40;"Inverted";"cm";44,22561568049;1,09608423102101;"Training error";"MTN Training error";"Cm"
"476";"RFR";40;"Inverted";"cm";42,3603190466353;0,576917961725583;"Training error";"RFR Training error";"Cm"
"477";"ANN";50;"Inverted";"cm";45,676264716752;4,10557601250965;"Training error";"ANN Training error";"Cm"
"478";"GPR";50;"Inverted";"cm";46,9544294750364;0,235028022531385;"Training error";"GPR Training error";"Cm"
"479";"MTN";50;"Inverted";"cm";47,1288994391581;1,53305570748672;"Training error";"MTN Training error";"Cm"
"480";"RFR";50;"Inverted";"cm";44,5911085471905;0,348072950161366;"Training error";"RFR Training error";"Cm"
"481";"ANN";1;"Combined";"cw";2,73341574791928;0,817492088169229;"Training error";"ANN Training error";"Cw"
"482";"GPR";1;"Combined";"cw";7,34166490058563;0,0480176378595089;"Training error";"GPR Training error";"Cw"
"483";"MTN";1;"Combined";"cw";2,45663419931219;0,474530332563787;"Training error";"MTN Training error";"Cw"
"484";"RFR";1;"Combined";"cw";41,244987050649;0,329636750940383;"Training error";"RFR Training error";"Cw"
"485";"ANN";3;"Combined";"cw";5,6344660240202;0,571968185727056;"Training error";"ANN Training error";"Cw"
"486";"GPR";3;"Combined";"cw";11,5060438249109;0,0443446181762403;"Training error";"GPR Training error";"Cw"
"487";"MTN";3;"Combined";"cw";5,59856175770649;0,387977722575149;"Training error";"MTN Training error";"Cw"
"488";"RFR";3;"Combined";"cw";40,8292957345772;0,290467284671253;"Training error";"RFR Training error";"Cw"
"489";"ANN";5;"Combined";"cw";10,3963471367295;0,845492249266532;"Training error";"ANN Training error";"Cw"
"490";"GPR";5;"Combined";"cw";13,8548205633586;0,107221093687988;"Training error";"GPR Training error";"Cw"
"491";"MTN";5;"Combined";"cw";11,4071136127593;1,28364581601867;"Training error";"MTN Training error";"Cw"
"492";"RFR";5;"Combined";"cw";38,4065527278606;0,285935247826871;"Training error";"RFR Training error";"Cw"
"493";"ANN";10;"Combined";"cw";21,2329003218047;0,740571813043653;"Training error";"ANN Training error";"Cw"
"494";"GPR";10;"Combined";"cw";22,5640716349881;0,0787259412144427;"Training error";"GPR Training error";"Cw"
"495";"MTN";10;"Combined";"cw";20,8526666696883;0,32413593592496;"Training error";"MTN Training error";"Cw"
"496";"RFR";10;"Combined";"cw";36,1639559919616;0,347883864985734;"Training error";"RFR Training error";"Cw"
"497";"ANN";15;"Combined";"cw";29,2420083557063;0,689527004433938;"Training error";"ANN Training error";"Cw"
"498";"GPR";15;"Combined";"cw";29,5373243886104;0,0704185211305079;"Training error";"GPR Training error";"Cw"
"499";"MTN";15;"Combined";"cw";28,996660482685;0,730531126045858;"Training error";"MTN Training error";"Cw"
"500";"RFR";15;"Combined";"cw";37,7232053702388;0,239108408580026;"Training error";"RFR Training error";"Cw"
"501";"ANN";20;"Combined";"cw";37,9441711440178;1,74285752316171;"Training error";"ANN Training error";"Cw"
"502";"GPR";20;"Combined";"cw";36,6721513021766;0,149312104659432;"Training error";"GPR Training error";"Cw"
"503";"MTN";20;"Combined";"cw";37,2488755547416;0,734327093788574;"Training error";"MTN Training error";"Cw"
"504";"RFR";20;"Combined";"cw";42,2219719894112;0,292492151717523;"Training error";"RFR Training error";"Cw"
"505";"ANN";25;"Combined";"cw";37,1010613123168;1,03074114327957;"Training error";"ANN Training error";"Cw"
"506";"GPR";25;"Combined";"cw";36,8671560085331;0,143432466951048;"Training error";"GPR Training error";"Cw"
"507";"MTN";25;"Combined";"cw";36,9726610680199;0,650799480130269;"Training error";"MTN Training error";"Cw"
"508";"RFR";25;"Combined";"cw";38,8490719625793;0,153017337667985;"Training error";"RFR Training error";"Cw"
"509";"ANN";30;"Combined";"cw";35,3446867542514;0,715091026928842;"Training error";"ANN Training error";"Cw"
"510";"GPR";30;"Combined";"cw";35,2007516496181;0,134029262214692;"Training error";"GPR Training error";"Cw"
"511";"MTN";30;"Combined";"cw";35,7022912292127;0,722348713571571;"Training error";"MTN Training error";"Cw"
"512";"RFR";30;"Combined";"cw";36,6748666704037;0,173931608852332;"Training error";"RFR Training error";"Cw"
"513";"ANN";40;"Combined";"cw";38,0522412527647;0,730092177998376;"Training error";"ANN Training error";"Cw"
"514";"GPR";40;"Combined";"cw";37,4006148541467;0,18470422313404;"Training error";"GPR Training error";"Cw"
"515";"MTN";40;"Combined";"cw";37,583665141641;0,926190423956537;"Training error";"MTN Training error";"Cw"
"516";"RFR";40;"Combined";"cw";37,794145399951;0,185082030184988;"Training error";"RFR Training error";"Cw"
"517";"ANN";50;"Combined";"cw";41,6873116739341;1,61417610493273;"Training error";"ANN Training error";"Cw"
"518";"GPR";50;"Combined";"cw";40,5300608186656;0,241695464605037;"Training error";"GPR Training error";"Cw"
"519";"MTN";50;"Combined";"cw";40,7582526533052;0,556023567939134;"Training error";"MTN Training error";"Cw"
"520";"RFR";50;"Combined";"cw";40,7943831506317;0,236323282240892;"Training error";"RFR Training error";"Cw"
"521";"ANN";1;"Inverted";"cw";3,11360271231191;0,701837764819404;"Training error";"ANN Training error";"Cw"
"522";"GPR";1;"Inverted";"cw";7,52753710511779;0,0456207484198499;"Training error";"GPR Training error";"Cw"
"523";"MTN";1;"Inverted";"cw";3,40180304591227;1,48695770907128;"Training error";"MTN Training error";"Cw"
"524";"RFR";1;"Inverted";"cw";40,9411838084509;0,463703499501595;"Training error";"RFR Training error";"Cw"
"525";"ANN";3;"Inverted";"cw";10,4668026384821;0,420460262898802;"Training error";"ANN Training error";"Cw"
"526";"GPR";3;"Inverted";"cw";12,4008247438136;0,0398823289629744;"Training error";"GPR Training error";"Cw"
"527";"MTN";3;"Inverted";"cw";9,49650908053309;0,532932654930246;"Training error";"MTN Training error";"Cw"
"528";"RFR";3;"Inverted";"cw";42,7094506385441;0,556285649136157;"Training error";"RFR Training error";"Cw"
"529";"ANN";5;"Inverted";"cw";19,6189921533914;0,850851405069045;"Training error";"ANN Training error";"Cw"
"530";"GPR";5;"Inverted";"cw";17,7893641604253;0,108235828334666;"Training error";"GPR Training error";"Cw"
"531";"MTN";5;"Inverted";"cw";15,9549304854926;0,906835141263028;"Training error";"MTN Training error";"Cw"
"532";"RFR";5;"Inverted";"cw";39,0266716689159;0,181130403279545;"Training error";"RFR Training error";"Cw"
"533";"ANN";10;"Inverted";"cw";26,0799324003885;0,628588173435764;"Training error";"ANN Training error";"Cw"
"534";"GPR";10;"Inverted";"cw";25,8043020831507;0,0858665668971556;"Training error";"GPR Training error";"Cw"
"535";"MTN";10;"Inverted";"cw";25,4441507719021;0,243281973019992;"Training error";"MTN Training error";"Cw"
"536";"RFR";10;"Inverted";"cw";38,5283811808957;0,365780042218069;"Training error";"RFR Training error";"Cw"
"537";"ANN";15;"Inverted";"cw";38,854540063313;3,13925479086725;"Training error";"ANN Training error";"Cw"
"538";"GPR";15;"Inverted";"cw";34,4614793529569;0,125175016786319;"Training error";"GPR Training error";"Cw"
"539";"MTN";15;"Inverted";"cw";34,5997616933071;0,849602235826145;"Training error";"MTN Training error";"Cw"
"540";"RFR";15;"Inverted";"cw";39,2897117953499;0,376715607086637;"Training error";"RFR Training error";"Cw"
"541";"ANN";20;"Inverted";"cw";45,4352866822894;1,91019331826244;"Training error";"ANN Training error";"Cw"
"542";"GPR";20;"Inverted";"cw";42,4645769470433;0,241421827781346;"Training error";"GPR Training error";"Cw"
"543";"MTN";20;"Inverted";"cw";42,2320862808314;0,856597828729181;"Training error";"MTN Training error";"Cw"
"544";"RFR";20;"Inverted";"cw";44,6568593999134;0,185848899502582;"Training error";"RFR Training error";"Cw"
"545";"ANN";25;"Inverted";"cw";40,7526438928142;3,43997753025058;"Training error";"ANN Training error";"Cw"
"546";"GPR";25;"Inverted";"cw";38,6729284319647;0,30321881890396;"Training error";"GPR Training error";"Cw"
"547";"MTN";25;"Inverted";"cw";38,4028837576561;1,21641650141736;"Training error";"MTN Training error";"Cw"
"548";"RFR";25;"Inverted";"cw";38,1756240068652;0,309829643295306;"Training error";"RFR Training error";"Cw"
"549";"ANN";30;"Inverted";"cw";47,967166836652;5,20038977946678;"Training error";"ANN Training error";"Cw"
"550";"GPR";30;"Inverted";"cw";38,6729491829751;0,203911767999251;"Training error";"GPR Training error";"Cw"
"551";"MTN";30;"Inverted";"cw";38,1301371647444;0,681404265131797;"Training error";"MTN Training error";"Cw"
"552";"RFR";30;"Inverted";"cw";39,1610971794261;0,261572276933039;"Training error";"RFR Training error";"Cw"
"553";"ANN";40;"Inverted";"cw";43,4096420266321;5,68282511438628;"Training error";"ANN Training error";"Cw"
"554";"GPR";40;"Inverted";"cw";39,490884923844;0,258521591394739;"Training error";"GPR Training error";"Cw"
"555";"MTN";40;"Inverted";"cw";39,465214621786;1,75035729478814;"Training error";"MTN Training error";"Cw"
"556";"RFR";40;"Inverted";"cw";38,1199694486103;0,416567613154468;"Training error";"RFR Training error";"Cw"
"557";"ANN";50;"Inverted";"cw";43,7727331476167;3,77081682599234;"Training error";"ANN Training error";"Cw"
"558";"GPR";50;"Inverted";"cw";40,6142010631796;0,28097565420533;"Training error";"GPR Training error";"Cw"
"559";"MTN";50;"Inverted";"cw";41,1554137764299;1,0769434457053;"Training error";"MTN Training error";"Cw"
"560";"RFR";50;"Inverted";"cw";39,965806126892;0,512487589195845;"Training error";"RFR Training error";"Cw"
"561";"ANN";1;"Combined";"lai";5,9924887215562;2,23490090824346;"Training error";"ANN Training error";"LAI"
"562";"GPR";1;"Combined";"lai";17,8058967894727;0,120565774058028;"Training error";"GPR Training error";"LAI"
"563";"MTN";1;"Combined";"lai";3,14875771309493;0,677568104902318;"Training error";"MTN Training error";"LAI"
"564";"RFR";1;"Combined";"lai";13,6317472117779;0,278287462484712;"Training error";"RFR Training error";"LAI"
"565";"ANN";3;"Combined";"lai";9,81687735825711;0,768320559637229;"Training error";"ANN Training error";"LAI"
"566";"GPR";3;"Combined";"lai";22,8389328779873;0,14545108638546;"Training error";"GPR Training error";"LAI"
"567";"MTN";3;"Combined";"lai";7,98601690479883;1,34388752728768;"Training error";"MTN Training error";"LAI"
"568";"RFR";3;"Combined";"lai";24,3755164068606;0,399774299874913;"Training error";"RFR Training error";"LAI"
"569";"ANN";5;"Combined";"lai";15,1602912509403;0,744408407065963;"Training error";"ANN Training error";"LAI"
"570";"GPR";5;"Combined";"lai";23,1108455472897;0,123910513302384;"Training error";"GPR Training error";"LAI"
"571";"MTN";5;"Combined";"lai";13,7336715065961;0,560092528314315;"Training error";"MTN Training error";"LAI"
"572";"RFR";5;"Combined";"lai";27,4452111785693;0,612646553283787;"Training error";"RFR Training error";"LAI"
"573";"ANN";10;"Combined";"lai";24,7050393540842;1,29265500331206;"Training error";"ANN Training error";"LAI"
"574";"GPR";10;"Combined";"lai";27,9375994018523;0,163207805207588;"Training error";"GPR Training error";"LAI"
"575";"MTN";10;"Combined";"lai";23,1551596467925;0,683800113463977;"Training error";"MTN Training error";"LAI"
"576";"RFR";10;"Combined";"lai";31,9930819946631;0,442894961227309;"Training error";"RFR Training error";"LAI"
"577";"ANN";15;"Combined";"lai";31,8725705889377;1,37882344674586;"Training error";"ANN Training error";"LAI"
"578";"GPR";15;"Combined";"lai";34,9560593301673;0,293193143188003;"Training error";"GPR Training error";"LAI"
"579";"MTN";15;"Combined";"lai";30,5869676835196;1,66375843879521;"Training error";"MTN Training error";"LAI"
"580";"RFR";15;"Combined";"lai";45,3084238774791;1,01630418581128;"Training error";"RFR Training error";"LAI"
"581";"ANN";20;"Combined";"lai";38,0964534295002;1,89220342238716;"Training error";"ANN Training error";"LAI"
"582";"GPR";20;"Combined";"lai";39,5200167091188;0,268246163632571;"Training error";"GPR Training error";"LAI"
"583";"MTN";20;"Combined";"lai";38,7737486576646;1,35320913100737;"Training error";"MTN Training error";"LAI"
"584";"RFR";20;"Combined";"lai";51,6050284972727;0,731995119081153;"Training error";"RFR Training error";"LAI"
"585";"ANN";25;"Combined";"lai";56,0535008719142;2,8868772737419;"Training error";"ANN Training error";"LAI"
"586";"GPR";25;"Combined";"lai";55,5463091428896;0,740714523175186;"Training error";"GPR Training error";"LAI"
"587";"MTN";25;"Combined";"lai";57,2893175110268;3,24300308940009;"Training error";"MTN Training error";"LAI"
"588";"RFR";25;"Combined";"lai";68,4261167979817;0,795161165794122;"Training error";"RFR Training error";"LAI"
"589";"ANN";30;"Combined";"lai";69,7954835946506;3,84826947632828;"Training error";"ANN Training error";"LAI"
"590";"GPR";30;"Combined";"lai";69,12965351565;0,4991572186225;"Training error";"GPR Training error";"LAI"
"591";"MTN";30;"Combined";"lai";68,8235700954073;3,37072627390443;"Training error";"MTN Training error";"LAI"
"592";"RFR";30;"Combined";"lai";79,5947273921228;0,770113911271287;"Training error";"RFR Training error";"LAI"
"593";"ANN";40;"Combined";"lai";90,242015883163;3,99855607819133;"Training error";"ANN Training error";"LAI"
"594";"GPR";40;"Combined";"lai";89,1641502249941;0,482133805196965;"Training error";"GPR Training error";"LAI"
"595";"MTN";40;"Combined";"lai";91,1806587844717;4,01739898357073;"Training error";"MTN Training error";"LAI"
"596";"RFR";40;"Combined";"lai";94,3450918524576;0,535358162619615;"Training error";"RFR Training error";"LAI"
"597";"ANN";50;"Combined";"lai";86,4296544764426;2,31504174150263;"Training error";"ANN Training error";"LAI"
"598";"GPR";50;"Combined";"lai";84,7315402111723;0,422370254728684;"Training error";"GPR Training error";"LAI"
"599";"MTN";50;"Combined";"lai";86,5797586790282;4,46471863536041;"Training error";"MTN Training error";"LAI"
"600";"RFR";50;"Combined";"lai";87,9552240710174;0,462801154902642;"Training error";"RFR Training error";"LAI"
"601";"ANN";1;"Inverted";"lai";6,87751109739152;2,11595866273919;"Training error";"ANN Training error";"LAI"
"602";"GPR";1;"Inverted";"lai";17,7807306523253;0,121578725532594;"Training error";"GPR Training error";"LAI"
"603";"MTN";1;"Inverted";"lai";5,37588022586858;1,57804013044182;"Training error";"MTN Training error";"LAI"
"604";"RFR";1;"Inverted";"lai";19,5745441126164;0,326425120935551;"Training error";"RFR Training error";"LAI"
"605";"ANN";3;"Inverted";"lai";17,6166503305952;0,946349529164467;"Training error";"ANN Training error";"LAI"
"606";"GPR";3;"Inverted";"lai";23,7635161345245;0,158575950583097;"Training error";"GPR Training error";"LAI"
"607";"MTN";3;"Inverted";"lai";13,7754579246651;0,514036374054103;"Training error";"MTN Training error";"LAI"
"608";"RFR";3;"Inverted";"lai";28,740785078291;0,339847942714318;"Training error";"RFR Training error";"LAI"
"609";"ANN";5;"Inverted";"lai";25,6248996773885;1,13325559084419;"Training error";"ANN Training error";"LAI"
"610";"GPR";5;"Inverted";"lai";25,6715145677064;0,130447937297562;"Training error";"GPR Training error";"LAI"
"611";"MTN";5;"Inverted";"lai";17,2904148405612;0,510329111661999;"Training error";"MTN Training error";"LAI"
"612";"RFR";5;"Inverted";"lai";29,9716693095003;0,381033220822882;"Training error";"RFR Training error";"LAI"
"613";"ANN";10;"Inverted";"lai";31,481907355235;1,31689770661729;"Training error";"ANN Training error";"LAI"
"614";"GPR";10;"Inverted";"lai";29,141322669562;0,189914034406248;"Training error";"GPR Training error";"LAI"
"615";"MTN";10;"Inverted";"lai";23,6394116695455;0,566580813197617;"Training error";"MTN Training error";"LAI"
"616";"RFR";10;"Inverted";"lai";38,2343078323825;0,879221292793166;"Training error";"RFR Training error";"LAI"
"617";"ANN";15;"Inverted";"lai";39,0269810331354;3,7376921279296;"Training error";"ANN Training error";"LAI"
"618";"GPR";15;"Inverted";"lai";37,8693248685613;0,366230120957153;"Training error";"GPR Training error";"LAI"
"619";"MTN";15;"Inverted";"lai";33,8520729500464;2,48238470124954;"Training error";"MTN Training error";"LAI"
"620";"RFR";15;"Inverted";"lai";65,8756057649812;1,54043017937735;"Training error";"RFR Training error";"LAI"
"621";"ANN";20;"Inverted";"lai";45,8741569728839;3,18526026140189;"Training error";"ANN Training error";"LAI"
"622";"GPR";20;"Inverted";"lai";44,2406800026261;0,290607606909859;"Training error";"GPR Training error";"LAI"
"623";"MTN";20;"Inverted";"lai";41,6384281504827;2,28380146250547;"Training error";"MTN Training error";"LAI"
"624";"RFR";20;"Inverted";"lai";64,8122979403535;1,29088991253354;"Training error";"RFR Training error";"LAI"
"625";"ANN";25;"Inverted";"lai";74,9379345172394;12,2659675750444;"Training error";"ANN Training error";"LAI"
"626";"GPR";25;"Inverted";"lai";60,7538193255315;0,456138185202069;"Training error";"GPR Training error";"LAI"
"627";"MTN";25;"Inverted";"lai";62,1668201573021;3,17501223301657;"Training error";"MTN Training error";"LAI"
"628";"RFR";25;"Inverted";"lai";89,4127994427843;2,71047336391055;"Training error";"RFR Training error";"LAI"
"629";"ANN";30;"Inverted";"lai";88,4432850719421;12,2974685484907;"Training error";"ANN Training error";"LAI"
"630";"GPR";30;"Inverted";"lai";67,1662727879477;0,352483508425484;"Training error";"GPR Training error";"LAI"
"631";"MTN";30;"Inverted";"lai";70,1466778519432;3,24926044821691;"Training error";"MTN Training error";"LAI"
"632";"RFR";30;"Inverted";"lai";90,2490672730016;1,21635642259652;"Training error";"RFR Training error";"LAI"
"633";"ANN";40;"Inverted";"lai";113,274019307411;15,8708650732654;"Training error";"ANN Training error";"LAI"
"634";"GPR";40;"Inverted";"lai";94,3330045685332;0,781119319311018;"Training error";"GPR Training error";"LAI"
"635";"MTN";40;"Inverted";"lai";91,0723067488061;3,70648859094049;"Training error";"MTN Training error";"LAI"
"636";"RFR";40;"Inverted";"lai";99,3548837434234;1,13826474122166;"Training error";"RFR Training error";"LAI"
"637";"ANN";50;"Inverted";"lai";97,5974531736741;6,42911654876005;"Training error";"ANN Training error";"LAI"
"638";"GPR";50;"Inverted";"lai";87,6549865399657;0,430031169188355;"Training error";"GPR Training error";"LAI"
"639";"MTN";50;"Inverted";"lai";86,2296439899438;3,09845495090288;"Training error";"MTN Training error";"LAI"
"640";"RFR";50;"Inverted";"lai";90,1848579562846;0,9594922793555;"Training error";"RFR Training error";"LAI"
